fold,seed,train_last,evaluation_first,evaluation_last,net_return,log_growth,max_drawdown,annualized_vol,sharpe_0rf,exposure,turnover,unseen_decisions,score,buy_hold_return
1,7,2012-07-24,2012-07-25,2013-07-24,0.17915612672138864,0.16479903579180424,-0.07500879873250355,0.12530772118250175,1.3935796064393353,0.41365461847389556,24,0,0.12729463642555247,0.4884375507742349
1,19,2012-07-24,2012-07-25,2013-07-24,0.1472089588396344,0.1373320001420311,-0.08818013423750881,0.11538183772917551,1.2621493609992123,0.3534136546184739,16,0,0.09324193302327669,0.4884375507742349
1,43,2012-07-24,2012-07-25,2013-07-24,0.12782883732497666,0.12029440160206759,-0.0887382783986227,0.12260811994580169,1.0540074215000061,0.40963855421686746,22,0,0.07592526240275624,0.4884375507742349
2,7,2013-07-24,2013-07-25,2014-12-12,-0.06507897996813485,-0.06729322381544314,-0.15190188931875503,0.15095573367787815,-0.24520452753329577,0.6257142857142857,36,1,-0.14324416847482066,0.17659002027092047
2,19,2013-07-24,2013-07-25,2014-12-12,-0.018934637682668322,-0.019116193382176773,-0.09204230457746465,0.13766766190462276,-0.031161153229574995,0.6057142857142858,32,1,-0.06513734567090909,0.17659002027092047
2,43,2013-07-24,2013-07-25,2014-12-12,0.11952259805666898,0.11290234270079179,-0.11504652224185308,0.16955041866523887,0.5633847539032062,0.6371428571428571,26,1,0.05537908157986525,0.17659002027092047
