steps,horizon,mean_reward,mean_abs_td,exposure,turnover_per_step,unique_dates,visited_states,candidate,training_seed
16560,90,-0.021913675099616406,0.44534885399137997,0.4666666666666667,0.6555555555555556,1134,41,SARSA,19
16650,90,0.12913998065173035,0.5245979914331751,0.5,0.4777777777777778,1134,41,SARSA,19
16740,90,-0.09820587001661682,0.6516674034069881,0.6222222222222222,0.25555555555555554,1134,41,SARSA,19
16830,90,0.03935349805684373,0.6422614473215384,0.4222222222222222,0.26666666666666666,1134,41,SARSA,19
16920,90,0.026245725810227594,0.4278285917216978,0.4222222222222222,0.2111111111111111,1134,41,SARSA,19
17010,90,-0.07066300280215533,0.5323512352199062,0.4888888888888889,0.34444444444444444,1134,41,SARSA,19
17100,90,0.018131685196788407,0.366120272516801,0.37777777777777777,0.6,1134,41,SARSA,19
17190,90,-0.014907598220236136,0.4651778276489477,0.4222222222222222,0.4111111111111111,1134,41,SARSA,19
17280,90,-0.10696576467957779,0.6712923603150627,0.4777777777777778,0.2777777777777778,1134,41,SARSA,19
17370,90,0.04317782929635305,0.19998224669019532,0.2,0.08888888888888889,1134,41,SARSA,19
17460,90,-0.10542607536260083,0.3914451194681244,0.37777777777777777,0.4888888888888889,1134,41,SARSA,19
17550,90,-0.04268488023615039,0.3937905896413038,0.25555555555555554,0.08888888888888889,1134,41,SARSA,19
17640,90,0.025867547332219028,1.0490788447706174,0.6,0.23333333333333334,1134,41,SARSA,19
17730,90,-0.007439739483656302,0.28693257774440384,0.18888888888888888,0.2111111111111111,1134,41,SARSA,19
17820,90,-0.01907282515648122,0.11244769434483425,0.1,0.1111111111111111,1134,41,SARSA,19
17910,90,0.08386459902328801,0.8022795018589671,0.37777777777777777,0.15555555555555556,1134,41,SARSA,19
18000,90,-0.014354097346301763,0.24821185326869383,0.3,0.23333333333333334,1134,41,SARSA,19
18090,90,-0.04763932325892056,0.3050434484573005,0.32222222222222224,0.13333333333333333,1134,41,SARSA,19
18180,90,0.08821123334504581,0.23771683700908064,0.15555555555555556,0.08888888888888889,1134,41,SARSA,19
18270,90,0.2415118782782321,1.093659154464278,0.5111111111111111,0.2,1134,41,SARSA,19
18360,90,0.08138861078370481,0.9639890120015703,0.5555555555555556,0.16666666666666666,1134,41,SARSA,19
